comment,label
phần ốc chỗ ngàm chân nó bị lỗi không vặn ốc được mình fix bằng dây thun luôn còn lại thì okeee,1
cảm nhận cà phê hơi nhạt gọi là uống cho có thôi,-1
giao hàng nhanh đi thử thấy thoải mái sẽ tiếp tục ủng hộ hàng việt,1
bị đổ mồ hôi nước tôi không hài lòng sản phẩm này,-1
ok mua được,0
dùng tiện lợi,1
san pham rat kem chat lượng,-1
giao hàng nhanh mới đặt sáng chiều có luôn,1
màu sắc chất liệu kiểu đang đúng mẫu giao hàng đứng hạn,1
bình lớn vừa đủ uô ng 1 bữa ban đâ u giư nhiê t rất tốt nhưng vô ti nh con mình đê rơi 2 lâ n nắp bị mô p vô không hiê u sao mới sài 1 tha ng la mâ t kha năng giư nhiê t luôn,1
khá là chắc chắn nha mn shop tư vấn nhiệt tình ship rất nhanh,1
actived xong bị cái này lâu lâu office lại treo biết thế dùng crack cho rồi,-1
sản phẩm rất tốt đẹp như hình ảnh giới thiệu,1
nice book,1
hàng giao nhanh nhân viên giao nhiệt tình và sẽ ủng hộ các bạn,-1
sản phẩm ok đóng gói tạm được,0
quần oke chất lượng oke,1
vừa mua về dùng đã hỏng đề nghị tiki hoàn hàng,-1
giao hàng rất nhanh đóng gói đẹp chắc,1
không mỏng như mong đợi dù sao vẫn chọn durex sao bắt nhập lắm ký tự zầy,-1
tai nghe nghe ổn mà sao ko thấy có mic là sao cuộc goii tới phải bật loa ngoài nghe,-1
nói thật đóng gói không nổi một lớp chống xốp hay gì khác để mưa ướt hết sách sách dơ rách không hiểu nổi,-1
xài tốt nhưng nó kiêu ầm ầm như chuột thường chứ không silen như quảng cáo tối ngủ không dám click sợ cã nhà thức giất,-1
giao hàng mùa dịch nhưng vẫn nhanh date xa hài lòng,1
vải mát mặc thoải mái ko bị bó,1
chien khôi lang chiên ko ngon,-1
bao có độ mỏng vừa phải giá cả khá ổn và giao hàng rất nhanh,1
giao hàng khá chậm,-1
chắc người bán nhờ người bình luận hộ mình dùng thử 2 ngày nay không thấy hiệu quả không giết được một con kiến,-1
hàng kém chất lượng kiếm chả thèm tới ăn mà cũng chả con nào chết như quảng cáo,-1
hơi khó lắp sp như hình giao hàng nhanh,0
đã đặt và nhận được hàng sản phẩm chắc chắn đẹp và giống hình ảnh đề nghị tiki đính chính thông tin nơi sản xuất,1
tôi mua sách tính đến nay cũng nửa tháng nhưng vẫn chưa nhận được sách mong tiki xem xét lại trường hợp của tôi,-1
cảm thấy không phù hợp với giá tiền,-1
mua tại tiki thì giá khỏi phải bàn rồi siêu tốt d dịch vụ tiếp nhận đóng giao hàng rất nhanh tốt luôn ngoại trừ ở khâu đóng hàng thì tiki nên đầu tư thêm lớp mút lót bao sách lại cho những người mua như mình an tâm hơn may là sách không bị hư hại gì trong quá trình vận chuyển về nội dung sách thì mình chưa đọc tới nên chưa đánh giá được,1
mh moi nhan duoc hang hom nay mh da dun nuoc thu 1 lan va de kho binh thi da co nhung vet nhu vay la sao vay ah,-1
đã sử dụng được 3 tháng tình trạng hiện tại thường mất kế nối và hiện thị hình ảnh xám hoặc đen có sọc hoặc lấm chấm đã reset thiết bị nhiều lần thay đổi wif khác để kết nối lại nhưng không cải thiện shop hỗ trợ lỗi này giúp cảm ơn,-1
chưa nhận đc hàng sao đã báo đã giao hàng vậy,-1
sản phẩm hợp lý so tầm giá có điều khẩu nhựa mỏng mảnh quá sp bé hơn cảm nhận khi xem ảnh quảng cáo,0
chưa ưng về màu sắc do ko dc chọn màu,-1
hàng đóng gói rất đẹp,1
bình bị nứt bể yêu cầu bên bán đổi trả hàng,-1
mình nhận hàng và rất thích sản phẩm này tuy nhìn bình có hơi to nhưng lại khá nhẹ và màu sắc rất đẹp,1
tiki giao hàng sớm hơn dự kiến gói hàng kĩ chất lượg tai nghe ấm rất ưng ý cảm ơn shop đánh giá 5 sao,1
gọn nhẹ nhưng lực hút hơi yếu,0
bình giữ nhiệt tốt chất liệu tuyệt vời sẽ tiếp tục ủng hộ ko biết có giữ được lớp ngoài lâu không,1
đã trả lại hàng nhưng không nhận tiền được tiền hoàn trả,-1
sách rất hay và hữu ích cho những người trẻ như mình mong là sẽ có nhiều người tìm đến cuốn sách này,1
trị gàu siêu tốt dùng chưa hết 1 lọ đã sạch gàu rồi tuy nhiên sẽ hơi khô tóc ai tóc khô sẵn nên xem xét,1
giá tôt sách thật,1
điểm hay cung cấp một số kiến thức cơ bản và ví dụ về nhưng loại nguỵ biện trong logic khi tranh luận một số điểm sai lệch hoặc thiên kiến nhân thức trong cách tư duy của não những yếu tố mình nên tránh trong quá trình tư duy bản biện điểm chưa hay điểm chưa hay thì quá nhiều mình đọc mà ngủ mấy lần vì nó không giúp mình liên kết dễ dàng với công việc và cuốc sống hiện tại để áp dụng mình liệt kê một số như kiểu sách viết cho người học về tâm lý nghiên cứu thêm không thực dụng câu chuyện trong sách không được dẫn dắt trình bày theo như bìa sách đã nêu mà tuỳ người đọc rút ra và áp dụng thế nào giải quyết vấn đề một cách hệ thống kỹ năng ra quyết định hiệu quả là ko hề có ví dụ thường thiên về chính trị không liên kết nhiều đến những gì gần gũi và phổ biến để người đọc hiểu rõ lý thuyết hơn và liên tưởng dễ hơn nói quá nhiều về thuyết âm mưu không đưa ra được thông số những loại nguỵ biện nào chiếm tỉ lệ bao nhiêu và phổ biến đến mức nào và thường gặp ở môi trường nào đại khái là vậy ko chỉ ra được cách vận dụng tư duy phản biện từng bước thế nào để thay đổi cách tư duy hiện tại bằng những thói quen hằng ngày hoặc những việc nhỏ nói chung mất thời gian đọc mà giá trị thu lại không nhiều,-1
hàng đẹp sơn dễ xước quan trọng chất lượng giữ nhiệt tốt,1
chất vải đẹp dày dặn đường chỉ may chắc chắn nhiều ngăn tiện lợi đúng như mô tả rất hài lòng 5 sao cho shop,1
giao hàng có che tên sản phẩm giá tốt chất lượng,1
ha ng nhi n chă c chă n cao câ p xi t ma nh hy vo ng se bê n,1
sản phẩm tốt mát,1
đóng gói tốt hàng đúng chuẩn,1
sao mua hàng không có quà tặng như quảng cáo vậy shop nếu không có thì bỏ cái hình quảng cáo đi sản phẩm hơi thất vọng,-1
hộp tiki mốp méo biến dạn tiki dạo này đóng gói ko cẩn thận như trước nữa ko chèn xốp hộp giấy mỏng làm hộp bao bên trong cũng móp theo,-1
gương chất lượng thực sự viền sắc nét hình ảnh ở vành không bị gợn sóng rất ưng giá cao hơn so với các loại khác nhưng thực sự thấy đáng đồng tiền ship nhanh thiệt,1
nội dung thì không vấn đề gì nhưng chất lượng giấy thì quá kém,-1
bìa hơi bụi xíu,-1
max đẹp luôn mở ra rất thích nhìn dày dặn bình to đựng đủ nước cả sáng luôn,1
mua thử chưa có dịp xài,1
sản phẩm trông đẹp chắc chắn đóng gói cẩn thận nhưng nam châm vẫn hút cảm quan là thấy ok,1
sách tàm tạm giao hàng nhanh,0
chất liệu không mền mại cho lắm,-1
rất là ok chơi rất là sướng,1
dùng ổn đang mua nửa mua dùm bạn,0
mắt kính đẹp giao hàng nhanh,1
giao đủ hàng và quà tặng vận chuyển nhanh,1
đã huỷ mua lại đổi địa chỉ sao vẫn giao ở hcm,-1
tôi đã lắp pin điều khiển có hiển thị thông số nhưng bấm thì không máy lạnh nào hoạt động muốn trả hàng,-1
không hài lòng về cách shop nc với khách hàng,-1
quá ổn so với giá,1
xịn xịt rụng răng lun,1
chất lượng tốt so với tầm giá đồ lock and lock thì khỏi phải chê rồi tiki giao hàng nhanh và chuyên nghiệp,1
bình thường vì mua hộ kkkk,0
mang tính học thuật nhiều những người có kinh nghiệm sống rồi thì mới nên cầm quyển sách này đọc vì nội dung khá cô động và nhiều kiến thức trải đời nếu muốn đọc giải trí thì không nên mua cuốn này còn muốn mở rộng thế giới quan và nhận thức thì nên mua,1
mở ra đã bị vỡ góc ạ nhưng mà giao hàng nhanh nóng nhanh,0
sách có nội dung hay cần thiết cho các anh chị các bạn ôn phần dư tuy giúp bài nghị luận trở nên đa chiều hơn,1
kính như của em bé vậy,-1
sản phẩm tốt hài lòng về giá bán,1
hàng giống hình mẫu sp ok có điều cảm giác dây đeo hơi mỏng manh không biết được lâu không,0
bình đẹp chắc chắn màu sơn rất đẹp xin xò,1
giao thiếu hàng không đúng như giới thiệu,-1
sách đẹp chất lượng bìa cứng cáp nhìn mê lắmmm nội dung thì cho em nhận ra nhiều khía cạnh trong cuộc sống giao lâu ròi nhưng giờ em mới đánh giá xứng đáng 5 sao ạ,1
sách giao rất ẩu k boc kĩ bị cong nhiều chỗ,-1
giao hàng nhanh đóng gói kỹ sẽ ủng hộ lần sau thanks,1
dùng rất thích giao hàng nhanh nên mua mọi người nhé,1
thơm ngon tuyệt vời,1
giao hang khong đung ngay,-1
sp tốt shop giao hàng siêu nhanh hài lòng lắm ạ,1
xài đc hơn 3 tháng là hư dù mỗi tháng chỉ sử dụng vài lần,-1
giao nhanh ạ,1
chuột của mình mua về lấy va không dùng được tiki giải quyết giúp mình,-1
thiết kế không tiện lơi đầu tai nghe to đeo lâu cọ sát tai bị cấn ngứa lớp vải bao bên ngoài dây không đủ độ dài và co dãn làm hở phần dây bên trong dễ rối dây,-1
ruột gối lỏng lẻo nằm vô xẹp lún nên giống như gối bt vậy,-1
lần thứ 2 mua sản phâ m này có chút khác biệt đóng gói sơ sài hơn lần trươ c thiếu 2 vòng cài,-1
ok3,1
giao hàng khá nhanh nhưng sách ko có bao bọc gì hết trầy hết trơn,1
không zui nha đặt size 20 sao shop giao size 22 vậy giờ vứt chứ làm gì đã sợ giao nhầm size nhắn tin cho shop trước rồi mà không thấy trả lời,-1
mình bị nghiện cái sữa này sữa khác pha cà phê đều ko thấy ưng giá rẻ mà được đóng gói rất chắc chắn mỗi tội đóng vầy hơi phí cái nilon chống vỡ nói chung phù hợp với cà phê mình đã thử với vài loại cà phê thấy đều quyện thơm ngon,1
hàng giao rất nhanh lực vắt mạnh dễ sử dụng xứng với giá tiền,1
tốt vận chuyển nhanh nhận hàng như trong hình,1
mua hàng ở tiki yên tâm chất lượng nhé săn sale được giá quá là hời,1
mua bình thứ 2 rồi rất thích sử dụng sản phẩm của lock lock,1
mình là khách hàng lâu năm của tiki nhưng lần này đặc biệt thất vọng đơn hàng đặt từ ngày 28 07 đến bây giờ đã gần 1 tháng nhưng không thấy giao hàng đã gọi cho nhân viên tổng đài nhiều lần hứa sẽ giải quyết và giao hàng nhưng vẫn không thấy hành động,-1
máy êm,1
mỗi tháng mình đều mua sách trên tiki nhưng hôm nay mình thật sự không thể hài lòng mình mua sách hôm nay và giao hàng trong ngày sách mình nhận được là sách cũ bìa sách rất bẩn sách có nếp gấp ở một số trang và bị bẩn ở một số trang giống như sách đã qua sử dụng,-1
sản phẩm rất hiệu quả trong viec trị gàu giá cả phải chăng,1
ko có túi quần hơi ngắn,-1
máy dễ sd,1
đẹp sang nhìn rất sáng,1
nho nhìn thấy cũng ngon nhưng những trái màu vàng xanh thấy chua quá hic,0
nhìn thích lắm,1
mua sao ko thấy qua tặng hi hết vậy,-1
sản phẩm giống với hình,0
sp chất lượng,1
giư nhiệt ko dc lâu bỏ đá mới dc tiếng là tan hết rồi,-1
dây nhựa công nghiệp chư da bò éo gj treo đầu dê bán thịt chó mất lòng tin quá,-1
mình khui hàng ra thì nắp lò xo các thứ đã bung như trong hình sau khi gọi điện thoại lên nhờ hỗ trợ thì nhận đc email kêu chụp ảnh gửi ảnh rồi sau đó 2 ngày vẫn ko hề có một động thái gọi hoặc báo thu hồi mìn tiếp tục gọi lên để hỏi là có giải quyết thu hồi sản phẩm của mình chưa thì lại tiếp tục nhận đc những lời xin lỗi rồi lại một email theo kiểu hệ thống rập khuôn và vẫn không một đọng thái giải quyết thu hồi mình muốn hỏi là tiki dự định là thu tiền khách hàng rồi cho khách hàng lãnh xài sản phẩm hư hỏng rồi định ậm ờ cho qua chuyện hay sao,-1
yoy,1
nội dung sách rất hay ứng dụng thực tế rất tốt sách in đẹp tuy nhiên bản dịch sang tiếng việt có khá nhiều chỗ hơi khó hiểu tối nghĩa phải đối chiếu với bản tiếng anh mới hiểu chẳng hạn các thuật ngữ bên tài chánh như time horizon dịch là chân trời thời gian trừ 2 sao vì bản dịch cho 1 cuốn sách hay như vậy,-1
hương vị tạm được ok,0
hàng đúng như hình bạn giao hàng dễ thương sản phẩm để có quà tặng mà mở ra không có tiki xem lại dùm,-1
không đội vừa đầu size quá bé,-1
không như cái tên gì cả như nước lã thôi thất vọng sản phẩm,-1
hàng đã được giao giao hàng đúng như hình sản phẩm vô cùng hài lòng,1
sách hay khá phù hợp với học sinh phổ thông và sinh viên,1
đúng như hìnhchất lượng phải để thời gian trả lời,0
giao hàng rất nhanh và gọn gàng nhưng khi nhận hàng sài được không lâu đã không lên nửa,-1
chất lượng rất tốt thiết kế đẹp ngang hàng của apple,1
bao bì sắc nét có tem phụ đầy đủ mình đã sử dụng nhiều lần nên chất lượng tốt tặng các bác mua sau bảng chức năng của các dòng sản phẩm,1
khuyến mãi mà chả có treo đầu dê bán thịt ư,-1
mua 6 cái mà ko có nỗi 1 cái quà tặng quá đáng buồn bên tiki,-1
oke la lắm nha,1
sao giao hàng chuột logitech mà logo chỉ là logi như thế nào tiki giải thích hộ cái,-1
hang dong goi can than giao hang nhanh san oham chat luong,1
ấm mua được 2 tháng giờ hỏng cắm ko lên đèn chế độ bảo hành như nào vậy,-1
rất ok shop nhé giao hàng chỉ trong vài tiếng đồng hồ à,1
sản phẩm quá oke hàng chất lượng tks cửa hàng rất nhiều,1
bình rất đẹp giữ nhiệt tốt rất hài lòng về sản phẩm,1
hàng tốt đẹp sẽ co,1
mình order màu đen mà lại giao mình cả 2 cái màu xanh nên chỉ cho 4 sao,-1
mới mua nhưng thấy hàng đã bị sướt ở đế và 2 miếng nhựa trái phải chuột không cân xứng bị lệch,-1
mua tặng chưa thấy người nhận phàn nàn sản phẩm oki,-1
cafe uống cũng bình thường tuy lượng nhiều hơn nhưng vị vẫn nhạt như loại cũ,1
mình mua 4 chiếc 2 xanh 1 đen 1 ghi nhưng shop lỡ gửi 2 đen 1 xanh 1 ghi mất rồi nhưng không có vấn đề gì quần rất đẹp chất lượng tốt tính ra có hơn 55k chiếc mình hay mua ở ngoài cửa hàng thì cũng phải 60 70k chiếc hài lòng giao đúng màu nữa thì,0
đóng gói cẩn thận nhân viên giao hàng nhiệt tình niềm nở,1
nhân viên giao hàng nói chuyện phách lối quá tệ,-1
máy thiết kế đẹp và thông minh đáng mua,1
rất hài lòng chắc chắn cơ động,1
mặc được mấy lần là bung chỉ gần hết,-1
cùng size mà cái chật cái vừa,-1
râ t tô t tri gâ u hieu qua se ung ho nhieu,1
mẫu túi đẹp nhìn sang giá sale tốt,1
kiểu dáng trẻ trung chất cũng khá ok,1
bỉm xài ok ko quá dày,1
không phải miếng dán màn hình cho iphone 13 pro,-1
máy dùng tốt nhiều chế độ,1
hàng ko đc thơm cho lắm,-1
shipper giao khá nhanh nhe 6h35 đang ngủ bị gọi nhận hàng sách đẹp bìa không bị gãy góc nhưng mà có khác nhiều đường sọc trên bìa chắc do lúc vận chuyển bị,1
nói chung cũng tàm tạm nhưng vải hơi mỏng,0
mềm dễ bị đứt mấy lông tàm tạm thôi,-1
ko chắc chắn giá hơi cao,-1
chính hãg nên yên tâm sd,1
giao hàng nhanh tất đi rất thoáng chân hài lòng với sản phẩm,1
chất liệu vải tốt ngầu đúng như shop mô tả giao hàng nhanh chóng vs đóng gói kỹ rất tốt sẽ tiếp tục ủng hộ shop khi có nhu cầu mua thêm,1
nhiều mùi quá khó chọn thiệt nhưng mà mình mua thử một chai về xài thấy cũng ổn lắm lưu hương tốt giữ mùi lâu với lại tạo cảm giác dễ chịu thoải mái lắm kìa,1
sách cũng khá hay giúp mình nhìn nhận được những lỗi tư duy của chính mình từ đó để cải thiện cách mình suy nghĩ và đưa ra đánh giá,1
đánh giá không tính điểm giao hàng nhanh tuy nhiên nhân viên giao hàng cứ hối nhận,-1
dùng trên tấm nhựa dính keo của mình thì không tẩy được chắc chỉ phù hợp với một số trường hợp và một số bề mặt,-1
đảo 1 vĩ pin ko xài dc 1 cục nào nguyên đai nguyên kiện nhưng ko có 1 chút pin làm ăn zay chết rồi,-1
vừa nhận hàng chưadungf thử nhưng thấy mn nói dùng tốt nên dùng thử,1
gia hop ly hạn sử dụng mới hàng đóng gói kỹ đẹp hài lòng giá hợp lý,1
quá nhanh quá nguy hiểm,-1
sp chuẩn ngon tiki giao hàng thân đóng gói sp cần thận,1
sp tiện lợi đáp ứng nhiều bài tập cơ bản khung sườn sp khá chắc mới sử dụng nên chưa đánh giá được độ bền sp thế nào,1
mình không cảm nhận được nội dung quyển sách,-1
chưa nhận được hàng ạ nên chưa đánh giá,-1
tiki giao hàng rất nhanh đóng gói đẹp cẩn thận chất lượng tốt không có gì chê mặc 3 hôm rồi cảm giác rất thoải mái khi mặc đáng tiền,1
hộp bị méo quá chắc để trong kho bảo quản ko được tốt tiki nên chú ý,-1
trên quảng cáo thấy có quà km mà sao giao hàng không thấy quà km vậy shop,-1
đi gần 20km để lấy hàng trong khi đó tiền ships vẫn mất như khi được giao tại nhà tôi đặt mầu nâu nhưng khi nhận thì lại mầu đen tôi không hề hài long với cách làm việc của tiki,-1
quần mặc rất dễ chịu,1
combo 5tui dat 2combo ma giao co 2cai ha lam an kieu gi ko biet tiki dom dung nen mua do cua shop nay rat tệ,-1
hơi đắt chỉ đk cái thương hiệu,-1
đo ng go i tô t châ t liê u ma t mă c không bi nhăn se mua thêm va i chiê c đê thay đô i,1
đã dùng thấy tốt dể sử dụng tiện lợi,1
sản phẩm đẹp đóng gói cận thận,1
sản phẩm giao ko đúng hình minh hoạ,-1
cũng tạm tạm,0
giao chuột đèn led bị hỏng,-1
sản pham dep vai min mat hai long,1
dùng được 1 tháng thì nút on off bắt đầu hư ráng được tháng thì hư hẳn đã vứt xó được vài tháng,-1
giao nhanh sa ch đe p nô i dung đo c ki mơ i hiê u đươ c râ t đa ng mua,1
nội dung truyện ổn chứ không xuất sắc cái kết khá trọn vẹn,0
đe p đu ng như hi nh,1
cũng tạm đuoc chứ ko ok lắm,0
kg tra đc mã vạch nên kg hài lòng về sản phẩm,-1
sản phẩm mới chỉ sử dụng được 1 tuần nhưng đã bị gỉ sét không đảm bảo an toàn sức khỏe khi sử dụng,-1
tiót,1
bình đựng 800ml đủ dùng cho cá nhân trong ngày,1
sử dụng phù hợp cho gia đình giá hợp lý,0
tôi không lường trước nên chưa mua ở đâu được củ sạc pin nên chưa dùng chưa đánh giá sp,-1
chất lượng tốt chắc chắn cứng cáp giao hàng nhanh,1
sách hay và chất lượng tốt,1
chốt khoá ở đầu hơi ngắn xen vào bị tuột mấy lần,0
rê một khó điều khiển không nhạy điều khiển bằng giọng nói không được,-1
sản phẩm sd tốt,1
đánh giá không tính điểm tôi đặt mua 2 bịch tã quần huggies xxl 62 8 miếng nhưng nhận được loại xxl 54 8 là sao là khách hàng thường xuyên của tiki tôi đề nghị có sự giải đáp,-1
sản phẩm dùng rất mịn,1
đóng gói cẩn thận hàng đẹp rất hài lòng với sản phẩm nhận được,1
rất không hài lòng vì hàng được nhận tiki có cần thiết phải giao hàng nát ntn ko cảm giác hàng đã bóc ra và đưa lại cho khách hàng,-1
tốt tốt tốt dễ sử dụng giữ nhiệt lâu muốn mua th 1 em nữa về đây,1
quần màu đen có ống quần ko co giãn đc mặc khá khó chịu mới đầu tưởng nhầm size nhưng ko phải ns chung đây chắc là trường hợp hy hữu mình có mua lần hai thì ok hết do lần này lỗi 1 cái nên mình cho 3 5 sao làm tròn xuống 3 sao,-1
mới chưa đánh giá được tốt hay k,1
khử mùi rất tốt,1
ủi tốt mau nóng tuy nhiên khi sử dụng cần lưu ý nhiệt độ với từng chất liệu vải mình chỉnh mức ủi vải cotton ủi lên vải voan nên bị hư đồ đó,0
kem chống nắng anessa thì rất tốt rồi mình đã xài đén lọ thứ 3 highly recommend mn thử,1
máy chạy cũng ok vắt hết nước tiki giao hàng nhanh có điều máy chạy bị nóng,1
bao bì đóng gói rất đẹp dùng giấy khá ok,1
sản phẩm ok lắm nha giao nhanh nữa,1
sản phẩm như hình chụp chưa mặc giao hàng nhanh,0
vải mềm hơi mỏng thoả mái độ bền phải chờ dùng một thời gian nên tạm thời 4 sao thui,0
có hướng dẫn chi tiết bao bọc tốt xài ổn,1
giao hàng nhanh sản phẩm dùng oknr,1
không tác dụng như quảng cáo,-1
rẻ đẹp chắc chắn,1
chất lượng quá tồi so với giá,-1
mình mới nhận chuột hôm qua chưa thấy vấn đề gì nhưng cho mình hỏi là sao đừn phía trên chuột lúc sáng lúc không nhỉ có phải lỗi không,-1
nhan dc hang rat hai long ve sp chat luong tot hon mong doi,1
mình mua dc với giá hơn 500k xíu lần đầu mẹ mình dùng hơi bỡ ngỡ nước bắt tung tóe haha hơi tiếc là loại này ko tách riêng phần lấy nước ra được mà giá cả vậy ok nên cũng ko có ý kiến gì thêm hihi,1
chất lượng cao,1
máy xịn rất tiện lớn hơn so với hình dễ vệ sinh,1
đóng gói tạm được mới đặt về nên mình dùng thử xem kết quả đã,1
sài tốt,1
san pham okkkkgiao hang on,0
sản phẩm đúng như mô tả nhưng vệ sinh hơi khó khăn,0
vắt rất tốt vệ sinh dễ dàng,1
giao sai sản phẩm cho mình đặt màu xanh giao màu đen,-1
mùa dịch mà tiki giao rất nhanh cảm ơn tiki nhiều nhé,1
bình thường giặt mấy lần mới hết bụi vải,0
tiki xử lý giúp m trường hợp lỗi này,-1
đổi trả lại bình vì nắp bình bị bể,-1
sản phẩm lắp vào hay bị vênh vỏ nhựa,-1
đã từng dùng sp này trước đó nên đặt mua tiki cho yên tâm hàng chính hãng dù giá cao do phải chịu vat chất lượng khỏi bàn dùng thu đông là tốt vì không bị khô da sp lọ to mà chỉ có 80gr nên khá nhẹ tay thể tích chưa đến 50 vỏ góp ý bên tiki dạo này xử lý đơn hàng khá lâu bù lại bên đơn vị vận chuyển thì nhanh,-1
sản phẩm giao nhanh tác dụng thì tốt và rất hữu ích,1
tôie,1
mặc thích,1
tại sao trên trang bán thì nói là bình hàn quốc mà sản phẩm thực tế lại của trung quốc treo đầu dê bán thịt à,-1
bơm ổn bé nhà mình tự bơm 2 chiếc xe đạp ngon ơ,1
đọc sách xong thấy yêu nước hẳn vừa thương vừa tự hào con người việt nam,1
rất oke cảm ơn shop nhé,1
bình giữ nhiệt khá tốt hơi to so với tưởng tượng giao hàng nhanh,1
bình khá ok đóng gói chắc chắn,1
áo như hình mặc hơi nóng tý,-1
cơ bản ok chưa ktra sùng thực tế nên nxet sau,0
ok nhìn được nhiều gốc cạnh vẫn thấy rõ giao hàng nhanh,1
đẹp rẻ,1
sản phẩm rất ok luôn cảm ơn shop tiki và a shipper vui tính dể thương,1
sách đẹp giao hàng nhanh có 1 vài chỗ sách sứt nhỏ,1
chất liệu ổn thoáng mát co dãn tốt,1
sách rất hay và bổ ích,1
mẫu mã đẹp hàng chất lượng,1
shop ghim là có kèm giá đỡ điện thoại rồi nhận hàng k thấy giá đỡ đâu hết trơn,-1
giấy k thực sự thấm lắm phải lau chà mạnh nhưng mà cũng dễ rách lắm,-1
nên co hướng dẫn lắp nữa sẽ tốt hơn,-1
nồi xinh xỉu nhà bán hàng rất dễ thương giá rẻ đóng gói quá cẩn thận luôn giao hàng cực nhanh rất rất hài lòng,1
giao hàng nhanh sách về mình còn nguyên bọc nội dung sách miễn bàn,1
lần đầu tiên mình feed back sách mua của tiki bìa sách bẩn nhiều vết xước mép bìa cũng sờn rách giống như đã qua tay nhiều người dùng hi vọng tiki sẽ cố gắng cải thiện chất lượng dịch vụ trong những đơn hàng tiếp theo,-1
chuột tốt nhưng ông tiki mở popup bắt vote hoài bực cả mình,-1
hình ảnh mang tính chất nhận xu,1
xài chưa nhiều lần mà đã bị hư không kéo lại để bấm được nhanh hư,-1
giá để điện thoại này theo mình thấy là có nhiều bộ phận để lắp ráp lại nhưng có vẻ như bên tiki đã giao thiếu 1 món hiện tại mình ko thể ráp lại hoàn chỉnh để sử dụng được,-1
nội dung hơi hướng tôn giáo và nặng về niềm tin nên không hợp mình lắm,-1
giao hàng nhanh hơn dự kiến mẫu mã đẹp,1
thiết kế đẹp chắc chắn ưng nhất là có lưới lọc bằng inox rất tiện và an toàn,1
shop oi đoi hàng dùm đuoc khong shop mua szei l rong qua đoi lại dùm szei m,1
bị thiếu 1 móc gài trong cùng,-1
sp ok tiki giao rất nhanh,1
hơn cả mình mong đợi luôn vải mặc dễ chịu size vừa in luôn thực sự đáng mua lắm ạ,1
ok tạm được xxxxxxxxxxxx,0
dò lâu ko thấy máy panasonic inverter,-1
sản phẩm thực sự rất kém ấn tổ hợp phím lúc được lúc không dùng cho công việc thực sự rất ức chế mong tiki hỗ trợ đổi trả,-1
lớn quá muốn đổi lại các khác do gia đình có 2 vợ chồng bắt tiện trong việc nấu nướng,-1
bình bị lỗi như này mà mình ko biết liên hệ với shop như thế nào để đổi ạ,-1
đã nhận được hàng shop nhé giao nhanh đóng gói cẩn thận đường may chắc chắn form áo dễ mặc,1
mình mua 1 bộ nhưng giờ bị mất cái nắp màu xanh để vắt thì bên mình có bán ko shop,1
hiệu quả khá tốt sau khi trải nghiệm,1
tiện rẻ đáng mua,1
giao hàng ca ngày 14 5 vô trách nhiệm khách hàng bị miss cuộc gọi và đã gọi lại sau 1 phút nhưng không chịu nghe máy và giao hàng,-1
sản phẩm tốt chưa cắt chỉ dư,1
thấy chắc chắn ôm gương mặt phù hợp với giá tiền,1
đang mới xài nên mọi việc còn ở phía trc,0
sản phẩm đẹp đã thế lại rẻ nữa,1
sản phẩm giặt sạch mà thơm nữa,1
gương nhìn rõ hàng chất lượng,1
sản phẩm như mong đợi,1
đáng giá tiền nhé mn mặc thoải mái,1
shop này treo đầu dê bán thịt mua áo mưa bít giao áo cánh dơi chat yêu cầu giải quyết từ ngày 17 8 mà đến nay 24 8 2022 vẫn không được xử lý vậy mà được dán nhãn shop uy tín đúng là tiki tào lao,-1
về hình thức thì ok chưa sdung nên chưa đánh giá đc chất lượng giao hàng quá tệ,-1
sạc nhanh đẹp thiết kế cute đáng giá nhaaaa,1
bình to giữ nhiệt lâu tiện dùng,1
hàng ọp ẹp cảm giác như bị,-1
mở hộp ra thì nút khóa nhựa bị bung ra gọi hỗ trợ đổi trả hơn 2 tháng không thấy trả lời,-1
tốt giữ ấm lâu,1
elmich là hàng trung quốc các bạn à sau khi mua tìm hiểu báo mạng mới biết elmich là trung quốc muốn vứt đi cho xong thật tức,-1
nồi hơi nhỏ chưa sử dụng nhưg đẹp,0
sách cũ bìa bị bẩn,-1
quá chán quá xấu ko thích dùng,-1
gọng kính dễ bong tróc lớp sơn vàng giao hàng nhanh gói cẩn thận tốt,-1
giao hàng nhanh sp y hình,1
shop giao cho con hàng đã khui hộp đựng chuột hộp đựng ko còn nguyên vẹn quan sát kỹ thì có vết xước ở phần dưới chỗ mặt tiếp xúc bề mặt gắn vào máy thì chuột di chuyển phát ngán chạy chậm hơn con chuột cũ đã xài 4 năm b100 cùng hảng xem hình hi vọng shop có thể đổi dùm cho sản phẩm khác,-1
when jekkej idjjdj dgejs sjdjdk,0
hàng chất lượng dây chắc chắn,1
sử dụng 2 tháng bị chập chờn ko bắt sóng,-1
tốt hay nhẹ,1
mua trước 2 ngày giá 499k đến ngày sale chỉ còn 400k cảm giác thật sự thốn,-1
sản phẩm rất tốt giao hàng nhanh,1
có bảo hành nên yên tâm,1
không sử dụng được trên ubuntu,-1
shipper tiki không giao hàng nhưng tự ý cập nhật đơn hàng là đã giao hàng tính nhảy hàng của khách gọi lên tổng đài mới được hỗ trợ giao hàng tôi không hài lòng với tiki now smart logistics,-1
